original_filename,rel_posix,protocol,view_folder,orientation,occlusal,visibility_class,arch,region,visible_teeth_estimate,selection_status
anonymous_003-007-1126-00_1732515253289_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1126-00_1732515253289_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1128-00_1732518923145_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1128-00_1732518923145_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1130-00_1732522239159_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1130-00_1732522239159_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1142-00_1732596329973_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1142-00_1732596329973_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1144-00_1732599126156_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1144-00_1732599126156_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1147-00_1732601448785_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1147-00_1732601448785_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1151-00_1732608241351_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1151-00_1732608241351_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1165-00_1732681881529_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1165-00_1732681881529_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1167-00_1732684491311_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1167-00_1732684491311_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1169-00_1732687162700_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1169-00_1732687162700_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1171-00_1732691061776_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1171-00_1732691061776_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1172-00_1732692324606_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1172-00_1732692324606_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1175-00_1732694464626_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1175-00_1732694464626_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1208-00_1732856242544_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1208-00_1732856242544_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1210-00_1732858424401_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1210-00_1732858424401_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1212-00_1732860958536_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1212-00_1732860958536_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1214-00_1732862917124_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1214-00_1732862917124_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1216-00_1732864099480_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1216-00_1732864099480_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1231-00_1732942105328_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1231-00_1732942105328_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1233-00_1732944212509_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1233-00_1732944212509_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1235-00_1732946927322_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1235-00_1732946927322_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1237-00_1732950198369_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1237-00_1732950198369_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1239-00_1732953329744_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1239-00_1732953329744_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1241-00_1732955159187_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1241-00_1732955159187_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1255-00_1733114761679_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1255-00_1733114761679_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1257-00_1733116902106_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1257-00_1733116902106_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1259-00_1733119589750_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1259-00_1733119589750_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1261-00_1733123016185_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1261-00_1733123016185_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1263-00_1733124846881_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1263-00_1733124846881_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1265-00_1733126882472_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1265-00_1733126882472_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1277-00_1733288989839_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1277-00_1733288989839_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1279-00_1733291491637_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1279-00_1733291491637_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1281-00_1733293729321_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1281-00_1733293729321_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1283-00_1733297000416_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1283-00_1733297000416_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1285-00_1733299483506_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1285-00_1733299483506_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1299-00_1733384086377_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1299-00_1733384086377_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1301-00_1733385797447_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1301-00_1733385797447_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1303-00_1733387722479_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1303-00_1733387722479_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-1315-00_1733461151409_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1315-00_1733461151409_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1317-00_1733463430876_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1317-00_1733463430876_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1319-00_1733466947980_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1319-00_1733466947980_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-1333-00_1733546768749_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1333-00_1733546768749_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1335-00_1733549834282_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1335-00_1733549834282_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1338-00_1733552548400_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1338-00_1733552548400_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1340-00_1733554137729_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1340-00_1733554137729_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1342-00_1733555666542_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1342-00_1733555666542_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-1344-00_1733557206719_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1344-00_1733557206719_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1357-00_1733720840910_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1357-00_1733720840910_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1359-00_1733722491507_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1359-00_1733722491507_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1361-00_1733724284664_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1361-00_1733724284664_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1363-00_1733726568839_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1363-00_1733726568839_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1365-00_1733730834809_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1365-00_1733730834809_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1368-00_1733733008054_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1368-00_1733733008054_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1380-00_1733805872860_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1380-00_1733805872860_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1382-00_1733807613592_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1382-00_1733807613592_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1384-00_1733810523480_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1384-00_1733810523480_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1386-00_1733813520372_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1386-00_1733813520372_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1388-00_1733817167049_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1388-00_1733817167049_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1398-00_1733892905827_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1398-00_1733892905827_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1400-00_1733894193696_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1400-00_1733894193696_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1404-00_1733900046678_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1404-00_1733900046678_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1406-00_1733903593844_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1406-00_1733903593844_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1408-00_1733905931318_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1408-00_1733905931318_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1421-00_1733979671839_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1421-00_1733979671839_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1423-00_1733982959859_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1423-00_1733982959859_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1428-00_1733988334630_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1428-00_1733988334630_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1430-00_1733990388359_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1430-00_1733990388359_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1444-00_1734065185373_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1444-00_1734065185373_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1446-00_1734067718905_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1446-00_1734067718905_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1448-00_1734070151840_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1448-00_1734070151840_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1450-00_1734072285446_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1450-00_1734072285446_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1452-00_1734075049818_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1452-00_1734075049818_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1454-00_1734076622499_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1454-00_1734076622499_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1468-00_1734151836223_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1468-00_1734151836223_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-1470-00_1734153932834_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1470-00_1734153932834_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1473-00_1734155565901_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1473-00_1734155565901_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1475-00_1734158574747_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1475-00_1734158574747_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-1477-00_1734160734308_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-1477-00_1734160734308_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-577-00_1728965843715_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-577-00_1728965843715_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-579-00_1728970499028_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-579-00_1728970499028_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-581-00_1728972796940_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-581-00_1728972796940_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-583-00_1728975790763_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-583-00_1728975790763_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-585-00_1728979691813_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-585-00_1728979691813_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-588-00_1728981913002_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-588-00_1728981913002_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-601-00_1729053072717_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-601-00_1729053072717_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-603-00_1729054784683_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-603-00_1729054784683_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-605-00_1729057547565_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-605-00_1729057547565_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-607-00_1729059680698_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-607-00_1729059680698_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,selected
anonymous_003-007-609-00_1729062135762_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-609-00_1729062135762_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
anonymous_003-007-611-00_1729064406517_Frontal_View.jpg,no_retractors/Frontal/anonymous_003-007-611-00_1729064406517_Frontal_View.jpg,no_retractors,Frontal,Frontal,False,anterior_only,partial_arch,anterior,12,not_selected
