source_id,source_type,original_path,filename,license_source,width,height,format,sha256,status
pub_16cefff35583f373,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1037-00_1731303473745_Frontal_View.jpg,anonymous_003-007-1037-00_1731303473745_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1619,909,jpg,16cefff35583f373ac8fd9a077c7db63ae96fa5618ef6544d89f05556c0d409c,registered_unlabelled
pub_314c38237d8fb72f,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1039-00_1731308349671_Frontal_View.jpg,anonymous_003-007-1039-00_1731308349671_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1475,828,jpg,314c38237d8fb72f4905c2ab50cf54ee6c0b69a76ee8d9d41393e56c888d2f8a,registered_unlabelled
pub_13d385e8828109d5,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1041-00_1731310888841_Frontal_View.jpg,anonymous_003-007-1041-00_1731310888841_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1686,947,jpg,13d385e8828109d5ab96a47d2a3c00a20909e7debf3ec5c1349875a4168cbb82,registered_unlabelled
pub_fe66a29057cedb5f,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1042-00_1731311050235_Frontal_View.jpg,anonymous_003-007-1042-00_1731311050235_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1848,1385,jpg,fe66a29057cedb5f63ec2d05b9c3dc185454be0e07452eaf14b1a2715f42473f,registered_unlabelled
pub_cb2b02ac1114e439,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1044-00_1731313465914_Frontal_View.jpg,anonymous_003-007-1044-00_1731313465914_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1642,922,jpg,cb2b02ac1114e439151b6cd63e2ed30482dc416e11a4094df099854a6879ce33,registered_unlabelled
pub_066c7e409b4a46e5,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1056-00_1731387137891_Frontal_View.jpg,anonymous_003-007-1056-00_1731387137891_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1474,828,jpg,066c7e409b4a46e552b3611c8d3e672b1350754a1c07c06c43723f918a39d874,registered_unlabelled
pub_f13aaa6e42eeb69f,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1058-00_1731390028166_Frontal_View.jpg,anonymous_003-007-1058-00_1731390028166_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1578,886,jpg,f13aaa6e42eeb69fa3f9864a9640d4b695b9c0a76356b689e3ec753a2269d592,registered_unlabelled
pub_3ef12a8de8924ef9,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1060-00_1731392641455_Frontal_View.jpg,anonymous_003-007-1060-00_1731392641455_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1628,914,jpg,3ef12a8de8924ef9bbea9eea11a36e5e709bfdbcad43f6dc84c190983cd998ae,registered_unlabelled
pub_ba0cd0720a9ab13c,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1062-00_1731395133625_Frontal_View.jpg,anonymous_003-007-1062-00_1731395133625_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1973,1108,jpg,ba0cd0720a9ab13c3ae6497dbd797909152faca60bad415937e65c4113bdc6b1,registered_unlabelled
pub_4757782d6e04878d,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1064-00_1731398214377_Frontal_View.jpg,anonymous_003-007-1064-00_1731398214377_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1801,1012,jpg,4757782d6e04878dd0ccbbfef4f036bcaff7734f632645313a7d94249348d869,registered_unlabelled
pub_678b2c41937ed887,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1066-00_1731400435441_Frontal_View.jpg,anonymous_003-007-1066-00_1731400435441_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1290,724,jpg,678b2c41937ed88798c1dd86334ff9ad50d43b470cf3d860845290367bbb39ee,registered_unlabelled
pub_7916b21d1932a676,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1078-00_1731473228593_Frontal_View.jpg,anonymous_003-007-1078-00_1731473228593_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1217,684,jpg,7916b21d1932a6763f5b12e232e5432d95d77f06926a10ad88147a713708ed96,registered_unlabelled
pub_766b5c401f99fbba,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1080-00_1731475512134_Frontal_View.jpg,anonymous_003-007-1080-00_1731475512134_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1289,724,jpg,766b5c401f99fbba0dbcb4285ed5ea8e3a6bdfd5b2edec5845d5310be3985d8e,registered_unlabelled
pub_e88fc8b02c062615,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1082-00_1731478941599_Frontal_View.jpg,anonymous_003-007-1082-00_1731478941599_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1797,1009,jpg,e88fc8b02c062615dea5240cea383c273fddb77e7ae17e20eb20623111115d1f,registered_unlabelled
pub_d5a47403060d6396,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1084-00_1732176334274_Frontal_View.jpg,anonymous_003-007-1084-00_1732176334274_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1608,903,jpg,d5a47403060d6396561371546ab68b6713a4a603bcf6aa0b795623e062c5d02d,registered_unlabelled
pub_bfbdd30cd3d6a74e,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1086-00_1732180719427_Frontal_View.jpg,anonymous_003-007-1086-00_1732180719427_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1825,1025,jpg,bfbdd30cd3d6a74eac957d871ad1430b17476f9cb4911d9274a6cfafd87f8586,registered_unlabelled
pub_47fe0c3b1c6aab7a,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1092-00_1732250439677_Frontal_View.jpg,anonymous_003-007-1092-00_1732250439677_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1373,771,jpg,47fe0c3b1c6aab7a46a37aa03cf2587356116d966fabc767e060e149ace34ee4,registered_unlabelled
pub_c291875184d5d80c,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1096-00_1732256335617_Frontal_View.jpg,anonymous_003-007-1096-00_1732256335617_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1572,883,jpg,c291875184d5d80c2052e38f7ab6f8a54650ee75f03cf905faa7bcc96b1251ff,registered_unlabelled
pub_3a4a9d282b125714,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1098-00_1732258945547_Frontal_View.jpg,anonymous_003-007-1098-00_1732258945547_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1375,772,jpg,3a4a9d282b1257149df57d782d3babf2bd74208cc52b3ce2775fa7423bc05b6e,registered_unlabelled
pub_cd2dc1c5508a7538,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1100-00_1732262920724_Frontal_View.jpg,anonymous_003-007-1100-00_1732262920724_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1418,797,jpg,cd2dc1c5508a7538665ad371c608d99a9dabd1303850f7f2a149cb437c272892,registered_unlabelled
pub_d8d064af2ba3dd8a,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1122-00_1732509758419_Frontal_View.jpg,anonymous_003-007-1122-00_1732509758419_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1376,773,jpg,d8d064af2ba3dd8a54b0cdd7064f32fb58af66655241901ef393824cb7e8133b,registered_unlabelled
pub_d5f966a94ed35f9a,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1124-00_1732512565150_Frontal_View.jpg,anonymous_003-007-1124-00_1732512565150_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1405,789,jpg,d5f966a94ed35f9a0569e5c62ff5805ecf3361da4c6e924229164c7ef9149e35,registered_unlabelled
pub_dbd47496477385ce,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1126-00_1732515253289_Frontal_View.jpg,anonymous_003-007-1126-00_1732515253289_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1512,849,jpg,dbd47496477385ceb74317e081c98455b09dacee3257a25e2ecf9b69d10a283f,registered_unlabelled
pub_9d8807a5407001aa,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1128-00_1732518923145_Frontal_View.jpg,anonymous_003-007-1128-00_1732518923145_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1453,816,jpg,9d8807a5407001aaffcdcff2c6c77e5214ca69109087a69d65c7286347769267,registered_unlabelled
pub_2566ccdb184d87cf,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1130-00_1732522239159_Frontal_View.jpg,anonymous_003-007-1130-00_1732522239159_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1422,799,jpg,2566ccdb184d87cfa1af6cf2613edb7e5cd12c86310fe38afb0fc3dee8e98a69,registered_unlabelled
pub_07ea040b179e11e4,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1142-00_1732596329973_Frontal_View.jpg,anonymous_003-007-1142-00_1732596329973_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1800,1011,jpg,07ea040b179e11e4911e18030024e0bccdb0968bc317944ff6a73335d5eb39dc,registered_unlabelled
pub_9aeaea9c06d5c0e3,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1144-00_1732599126156_Frontal_View.jpg,anonymous_003-007-1144-00_1732599126156_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1686,947,jpg,9aeaea9c06d5c0e391b0bb699c286cad55410f408f92fba795ab8ab6aa36a9fb,registered_unlabelled
pub_85f71e53727fbfad,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1147-00_1732601448785_Frontal_View.jpg,anonymous_003-007-1147-00_1732601448785_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1585,890,jpg,85f71e53727fbfad8df1e30911857c775f5fce885fe124ad46c907d6fb43e95c,registered_unlabelled
pub_17c0d46ff954fb30,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1151-00_1732608241351_Frontal_View.jpg,anonymous_003-007-1151-00_1732608241351_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1815,1019,jpg,17c0d46ff954fb30b2b323c23c00d739a12d855e70f9769c0793eaf26fbb2058,registered_unlabelled
pub_b9208215ded94f7b,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1165-00_1732681881529_Frontal_View.jpg,anonymous_003-007-1165-00_1732681881529_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1610,904,jpg,b9208215ded94f7b7c10b6692e1bedc7d545d29296a750a00ee658141cb1f711,registered_unlabelled
pub_02d3ac4687753e2d,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1167-00_1732684491311_Frontal_View.jpg,anonymous_003-007-1167-00_1732684491311_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1627,914,jpg,02d3ac4687753e2dabf42da9430cf1627eb1a1eca735f19cfa8731cb8ec2b101,registered_unlabelled
pub_328b2fad2790044c,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1169-00_1732687162700_Frontal_View.jpg,anonymous_003-007-1169-00_1732687162700_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1286,722,jpg,328b2fad2790044ce7a32ed8a14c88366f1a321ed555df111aec17c8113b2744,registered_unlabelled
pub_416ef5835f3da994,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1171-00_1732691061776_Frontal_View.jpg,anonymous_003-007-1171-00_1732691061776_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1395,783,jpg,416ef5835f3da994c997eb0ff4ff05b6105dd58458be47eca3110511c96f6d51,registered_unlabelled
pub_62074691df70e85d,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1172-00_1732692324606_Frontal_View.jpg,anonymous_003-007-1172-00_1732692324606_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1378,774,jpg,62074691df70e85d125767158862367740d2850c24d44dbbab8eaa61f4de4dbb,registered_unlabelled
pub_6833d539140ac778,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1175-00_1732694464626_Frontal_View.jpg,anonymous_003-007-1175-00_1732694464626_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1552,872,jpg,6833d539140ac778467c413db6be8c06cbacdf8c865b956765169773faa3df9d,registered_unlabelled
pub_212cbca401ef3145,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1208-00_1732856242544_Frontal_View.jpg,anonymous_003-007-1208-00_1732856242544_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1250,702,jpg,212cbca401ef3145af48addc5689f5e0b4b44eb3887a4e7798702ad04e7ee2e2,registered_unlabelled
pub_2e889e634afe977c,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1210-00_1732858424401_Frontal_View.jpg,anonymous_003-007-1210-00_1732858424401_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1687,947,jpg,2e889e634afe977ca2b26f07391d40da62ebb5b579bc5885049296f45ad715bb,registered_unlabelled
pub_71e4eaddef3524ed,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1212-00_1732860958536_Frontal_View.jpg,anonymous_003-007-1212-00_1732860958536_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1452,1088,jpg,71e4eaddef3524ed15702dfe0cf62ad621ed746cf890ce118f904fd90f53430f,registered_unlabelled
pub_e1ad56bf06675d31,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1214-00_1732862917124_Frontal_View.jpg,anonymous_003-007-1214-00_1732862917124_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1583,889,jpg,e1ad56bf06675d31a9ef4e0e42c107aecf9ed6a9b57431c7c56a2d4d5f7fc8a6,registered_unlabelled
pub_58b1b2e59ea3d1a2,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1216-00_1732864099480_Frontal_View.jpg,anonymous_003-007-1216-00_1732864099480_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1188,667,jpg,58b1b2e59ea3d1a247cb1af76f5993daa4db970755f2abf59e65b932050c21a4,registered_unlabelled
pub_1caa875a21d53975,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1231-00_1732942105328_Frontal_View.jpg,anonymous_003-007-1231-00_1732942105328_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1303,732,jpg,1caa875a21d53975c3508d50722f1849a7bbc719090514ebac8a27e971dfd29b,registered_unlabelled
pub_8422c04de3be85d3,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1233-00_1732944212509_Frontal_View.jpg,anonymous_003-007-1233-00_1732944212509_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1437,807,jpg,8422c04de3be85d34dbdb8018559d0c3adde3373e64fdaf120e03d0b4b98cbb3,registered_unlabelled
pub_f1e134b3da18a541,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1235-00_1732946927322_Frontal_View.jpg,anonymous_003-007-1235-00_1732946927322_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1393,782,jpg,f1e134b3da18a541d2c28d81458d0423c6e5f565cdd68177412d72649d8afe35,registered_unlabelled
pub_2c58ed117ee87a96,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1237-00_1732950198369_Frontal_View.jpg,anonymous_003-007-1237-00_1732950198369_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1367,768,jpg,2c58ed117ee87a96c75d0aa6603bd47173101c9d999242df1733609af6a48e45,registered_unlabelled
pub_4277d7883d5c0794,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1239-00_1732953329744_Frontal_View.jpg,anonymous_003-007-1239-00_1732953329744_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1536,863,jpg,4277d7883d5c0794347ec9108cf12a18c23324fa10e83edb84949cc80ee3ed32,registered_unlabelled
pub_06ad7098b946a5ab,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1241-00_1732955159187_Frontal_View.jpg,anonymous_003-007-1241-00_1732955159187_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1488,836,jpg,06ad7098b946a5abced4988a00e003e7f0d02979142d1b8378fec634a37fc5d5,registered_unlabelled
pub_dd1925818ea1de29,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1255-00_1733114761679_Frontal_View.jpg,anonymous_003-007-1255-00_1733114761679_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1473,827,jpg,dd1925818ea1de29814b98ca6324e86954a14736164cf5a5f56ab59e4f983ba0,registered_unlabelled
pub_dca5778cfaa88436,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1257-00_1733116902106_Frontal_View.jpg,anonymous_003-007-1257-00_1733116902106_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1713,962,jpg,dca5778cfaa8843666128abceed2ceb592ac18f46b9132fda88466ab76bea584,registered_unlabelled
pub_edc6732173e13eae,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1259-00_1733119589750_Frontal_View.jpg,anonymous_003-007-1259-00_1733119589750_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1500,843,jpg,edc6732173e13eaecfcfeb9b7b30183667b7bc13b79c1fe15de6f8a3030675a0,registered_unlabelled
pub_04a4d8c9b1fb47b3,public,C:\Users\anant\OneDrive\Desktop\icdas project\data_external\detection\raw\no_retractors\Frontal\anonymous_003-007-1261-00_1733123016185_Frontal_View.jpg,anonymous_003-007-1261-00_1733123016185_Frontal_View.jpg,Zenodo 10.5281/zenodo.14827784 (public RGB intraoral; lesion d/D are NOT ICDAS),1609,904,jpg,04a4d8c9b1fb47b3040aa218856104338f9aedd0f9766fbe12b5c20662c0e4aa,registered_unlabelled
