split,name,source_stem,is_representative,class,class_reason,n_boxes,near_gray,style_tags
train,OHI_dataset_MG_3890_JPG.rf.3f96635a21fb2e2cd94a0aad3133c6fc.jpg,OHI_dataset_MG_3890_JPG,True,KEEP,color_clinical_like,12,False,photo_like
train,OHI_dataset_MG_3890_JPG.rf.688a107c2c2fd5b859351914f84ee042.jpg,OHI_dataset_MG_3890_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,photo_like
train,OHI_dataset_MG_3890_JPG.rf.c13e341e4e8b8c8edc941fc4de6cb9fa.jpg,OHI_dataset_MG_3890_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,photo_like
train,OHI_dataset_MG_4552_JPG.rf.5df945f617d260e89f7ec678e6cf67e6.jpg,OHI_dataset_MG_4552_JPG,True,KEEP,color_clinical_like,27,False,photo_like
train,OHI_dataset_MG_4552_JPG.rf.758bb3576d5c44ed4a063421b71d2b44.jpg,OHI_dataset_MG_4552_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,photo_like
train,OHI_dataset_MG_4552_JPG.rf.f6c68e7cff16d8b8c11255d4b721c9a9.jpg,OHI_dataset_MG_4552_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,photo_like
train,OHI_dataset_MG_4765_JPG.rf.856662d380002ab196e4491f8488fe42.jpg,OHI_dataset_MG_4765_JPG,True,KEEP,color_clinical_like,27,False,photo_like
train,OHI_dataset_MG_4765_JPG.rf.9b9fbcc798c72daa9ffb863be668c9e3.jpg,OHI_dataset_MG_4765_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,photo_like
train,OHI_dataset_MG_4765_JPG.rf.da8858108cfaf529036cf85d160f0d67.jpg,OHI_dataset_MG_4765_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,photo_like
train,OHI_dataset_MG_4767_JPG.rf.111bd1fcb0abc4b86d8319bf87dd73c2.jpg,OHI_dataset_MG_4767_JPG,True,KEEP,color_clinical_like,12,False,photo_like
train,OHI_dataset_MG_4767_JPG.rf.448d267bbb97e844b21f649095702341.jpg,OHI_dataset_MG_4767_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,photo_like
train,OHI_dataset_MG_4767_JPG.rf.d8cac7760a624641a40394b31116ef33.jpg,OHI_dataset_MG_4767_JPG,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,photo_like
train,OHI_datasetcrop_open_jpg.rf.2a01a46fb015a4d8f1626af2fad8b137.jpg,OHI_datasetcrop_open_jpg,True,KEEP,color_clinical_like,28,False,photo_like
train,OHI_datasetcrop_open_jpg.rf.332c3392c5c3afd525f45d49fff7c27e.jpg,OHI_datasetcrop_open_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,28,False,photo_like
train,OHI_datasetcrop_open_jpg.rf.3bc0973b5616d860acebcb4625070dfc.jpg,OHI_datasetcrop_open_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,28,False,photo_like
train,OHI_datasetcrop_smile3_jpg.rf.042234afbffcb7c22456a94778d6e9a6.jpg,OHI_datasetcrop_smile3_jpg,True,KEEP,color_clinical_like,28,False,photo_like
train,OHI_datasetcrop_smile3_jpg.rf.5d3e5a22003658f455f62c875c6436af.jpg,OHI_datasetcrop_smile3_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,28,True,photo_like
train,OHI_datasetcrop_smile3_jpg.rf.ec97b1e42eb1777246f764bb036b6960.jpg,OHI_datasetcrop_smile3_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,28,False,photo_like
train,OHI_datasetcrop_upper_jpg.rf.6e3d40054706d11a67724da9ae76db45.jpg,OHI_datasetcrop_upper_jpg,True,KEEP,color_clinical_like,14,False,photo_like
train,OHI_datasetcrop_upper_jpg.rf.9c6a73197bacb930f65543f1ca531a5e.jpg,OHI_datasetcrop_upper_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,photo_like
train,OHI_datasetcrop_upper_jpg.rf.d39810d5d388e893d4c3528794a97812.jpg,OHI_datasetcrop_upper_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,photo_like
train,OHI_datasetflip_IMG_2188_jpg.rf.6c9a71c0e9aaf424c68bb7addc2af3c8.jpg,OHI_datasetflip_IMG_2188_jpg,True,KEEP,color_clinical_like,13,False,photo_like
train,OHI_datasetflip_IMG_2188_jpg.rf.802fb17698010a7c013bb8b83728e192.jpg,OHI_datasetflip_IMG_2188_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,photo_like
train,OHI_datasetflip_IMG_2188_jpg.rf.d79a12b0b873ca86717924c45c7eb897.jpg,OHI_datasetflip_IMG_2188_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,True,photo_like
train,OHI_datasetgallery_-100616823_penta_front_m_jpg.rf.07be330cdc9bb9e4856f78810eeebd0d.jpg,OHI_datasetgallery_-100616823_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,26,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_front_m_jpg.rf.470ec75cc3ace0a925008016b35af445.jpg,OHI_datasetgallery_-100616823_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,26,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_front_m_jpg.rf.edf6b7b996896515d455bd0f4e12b069.jpg,OHI_datasetgallery_-100616823_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,26,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_lower_m_jpg.rf.05a056d47b23bb0a9b403d07677e9673.jpg,OHI_datasetgallery_-100616823_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_lower_m_jpg.rf.3846498da85c8d680fb0627bce7b46bc.jpg,OHI_datasetgallery_-100616823_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,True,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_lower_m_jpg.rf.8056fa19f22ea84d419c3175df13cf8b.jpg,OHI_datasetgallery_-100616823_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_upper_m_jpg.rf.1025024391fc21d64baca23376ac286c.jpg,OHI_datasetgallery_-100616823_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_upper_m_jpg.rf.d3196c122127bd6e129bd950b81ccedb.jpg,OHI_datasetgallery_-100616823_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-100616823_penta_upper_m_jpg.rf.f96a1a7cea446486353cdb5dfa5caf2a.jpg,OHI_datasetgallery_-100616823_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_front_m_jpg.rf.1ce49204af07c4e16fa75e6a9f26a1e8.jpg,OHI_datasetgallery_-106765536_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,25,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_front_m_jpg.rf.2f3bdff401aaff1f3397615632b636c7.jpg,OHI_datasetgallery_-106765536_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,25,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_front_m_jpg.rf.b5e5f7eaa6810b5b72c054029905fd9d.jpg,OHI_datasetgallery_-106765536_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,25,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_lower_m_jpg.rf.62bca471605bb2859d3459f98ed645e9.jpg,OHI_datasetgallery_-106765536_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,11,True,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_lower_m_jpg.rf.780132f6cb3f7baaf611468ee076176a.jpg,OHI_datasetgallery_-106765536_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,11,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_lower_m_jpg.rf.a77225f7ca184e30b89f7c4ee510635b.jpg,OHI_datasetgallery_-106765536_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,11,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_upper_m_jpg.rf.39c7bd00f585c71069770864860da7cd.jpg,OHI_datasetgallery_-106765536_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,14,True,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_upper_m_jpg.rf.ed53f0667e4c26f856d238f026104003.jpg,OHI_datasetgallery_-106765536_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,gallery_3d_like
train,OHI_datasetgallery_-106765536_penta_upper_m_jpg.rf.fb7998f585b4bd6ae818ec62bc20fcee.jpg,OHI_datasetgallery_-106765536_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,gallery_3d_like
train,OHI_datasetgallery_-112247038_penta_upper_m_jpg.rf.137d6f6df5d86433ce42461d3fe347da.jpg,OHI_datasetgallery_-112247038_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,15,False,gallery_3d_like
train,OHI_datasetgallery_-112247038_penta_upper_m_jpg.rf.482ba6167c2373e85ea9137edd38371a.jpg,OHI_datasetgallery_-112247038_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,15,False,gallery_3d_like
train,OHI_datasetgallery_-112247038_penta_upper_m_jpg.rf.5ca9683bf43b1af1b653a56a86c3f403.jpg,OHI_datasetgallery_-112247038_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,15,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_front_m_jpg.rf.2d8f8f11750b9bac0bc45902ebede9ef.jpg,OHI_datasetgallery_-118450926_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,31,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_front_m_jpg.rf.b6766f225c45c18d7ae7c8d500aaf298.jpg,OHI_datasetgallery_-118450926_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,31,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_front_m_jpg.rf.c664ae05df3c6263f38d92c7942e4561.jpg,OHI_datasetgallery_-118450926_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,31,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_lower_m_jpg.rf.3c37b3d4d4613bc6091e6118ccbbe812.jpg,OHI_datasetgallery_-118450926_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,16,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_lower_m_jpg.rf.85db4aabce5aa9ed43ff26e5c9d0d7ca.jpg,OHI_datasetgallery_-118450926_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,16,True,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_lower_m_jpg.rf.d3df7f0a7a3d100a154af5770ee9f9dc.jpg,OHI_datasetgallery_-118450926_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,16,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_upper_m_jpg.rf.1de58afe503f2c6cc503f227cb26e23b.jpg,OHI_datasetgallery_-118450926_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,16,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_upper_m_jpg.rf.4bdc2d13e9fea51f8294c297940d93e1.jpg,OHI_datasetgallery_-118450926_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,16,False,gallery_3d_like
train,OHI_datasetgallery_-118450926_penta_upper_m_jpg.rf.5f19d3ff27fed8c478a1834f397b55c9.jpg,OHI_datasetgallery_-118450926_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,16,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_front_m_jpg.rf.0a5e43b34dc912a7a5cab793d1b8cf9d.jpg,OHI_datasetgallery_-127342845_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,23,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_front_m_jpg.rf.9ca4bb34b8038a86647662291b403b32.jpg,OHI_datasetgallery_-127342845_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,23,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_front_m_jpg.rf.b5abd3898b6c4a65dd6d9ca7f967df2d.jpg,OHI_datasetgallery_-127342845_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,23,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_lower_m_jpg.rf.176a9135a370ce09650752de946e44bb.jpg,OHI_datasetgallery_-127342845_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,10,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_lower_m_jpg.rf.4f201df4ef7979aa2824c2696829ab4a.jpg,OHI_datasetgallery_-127342845_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,10,False,gallery_3d_like
train,OHI_datasetgallery_-127342845_penta_lower_m_jpg.rf.f0b2b445bca8b114a422d2277466d959.jpg,OHI_datasetgallery_-127342845_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,10,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_front_m_jpg.rf.090c485e1df07d55bec6954f5d288b62.jpg,OHI_datasetgallery_-130264893_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,27,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_front_m_jpg.rf.45267ea67e1a3210665af051ba0b7a3e.jpg,OHI_datasetgallery_-130264893_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_front_m_jpg.rf.7f67eaf5f70191d5367cf18447d3a122.jpg,OHI_datasetgallery_-130264893_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_lower_m_jpg.rf.168d2c15bae84554167c13690fd973f0.jpg,OHI_datasetgallery_-130264893_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_lower_m_jpg.rf.24f810bf3dc6399de14a9d50aa0e9298.jpg,OHI_datasetgallery_-130264893_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-130264893_penta_lower_m_jpg.rf.97e0c01b2c76455c86c2ea2d00f12b9a.jpg,OHI_datasetgallery_-130264893_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-137391181_penta_upper_m_jpg.rf.0a86b03f0a3d81aac6d4e21ba111d625.jpg,OHI_datasetgallery_-137391181_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,12,False,gallery_3d_like
train,OHI_datasetgallery_-137391181_penta_upper_m_jpg.rf.144ba236ddf6b98cfa4da68dc55576c3.jpg,OHI_datasetgallery_-137391181_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,gallery_3d_like
train,OHI_datasetgallery_-137391181_penta_upper_m_jpg.rf.ed8367e7b2751954b5abed93478ae57d.jpg,OHI_datasetgallery_-137391181_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,12,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_front_m_jpg.rf.0117b7b966b977630b44606a906f691c.jpg,OHI_datasetgallery_-138079231_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,27,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_front_m_jpg.rf.09e7f8decda5f850015966d17e1be477.jpg,OHI_datasetgallery_-138079231_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_front_m_jpg.rf.fc58426fc2041c14211e671299661cbb.jpg,OHI_datasetgallery_-138079231_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_lower_m_jpg.rf.5d0304b3d9caac892258b1787bae59be.jpg,OHI_datasetgallery_-138079231_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_lower_m_jpg.rf.87bc1cb29a4e2ca46c13e9bfc73d54c5.jpg,OHI_datasetgallery_-138079231_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_lower_m_jpg.rf.95b50a472df7a790806091ef3a2c9773.jpg,OHI_datasetgallery_-138079231_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_upper_m_jpg.rf.386f872dce11f07b40090bdf7e5939ae.jpg,OHI_datasetgallery_-138079231_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,14,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_upper_m_jpg.rf.8c25b8c56dd549766a5cc7a92fe0f3c8.jpg,OHI_datasetgallery_-138079231_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,gallery_3d_like
train,OHI_datasetgallery_-138079231_penta_upper_m_jpg.rf.fbd3c07d39c138b632e598a52fa14c5c.jpg,OHI_datasetgallery_-138079231_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_lower_m_jpg.rf.2a05d7ba51d40da832d2cd1acc159d16.jpg,OHI_datasetgallery_-144445605_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,7,False,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_lower_m_jpg.rf.782c3f229f25ec2e9b4f72aadb6a0893.jpg,OHI_datasetgallery_-144445605_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,7,False,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_lower_m_jpg.rf.d8f012e1c2a97084c0a1019c1c4c018f.jpg,OHI_datasetgallery_-144445605_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,7,False,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_upper_m_jpg.rf.a22becc7d56c31ec19263d79694ba8ef.jpg,OHI_datasetgallery_-144445605_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,11,False,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_upper_m_jpg.rf.a6e5c2ea24d61d62244829c8059ed556.jpg,OHI_datasetgallery_-144445605_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,11,True,gallery_3d_like
train,OHI_datasetgallery_-144445605_penta_upper_m_jpg.rf.af5dd318482e1c39ff20d0c1af7c634e.jpg,OHI_datasetgallery_-144445605_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,11,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_front_m_jpg.rf.06e5d5648d16ac29adaf577ba0487d08.jpg,OHI_datasetgallery_-150342966_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,27,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_front_m_jpg.rf.18ecd43d4f6561d2a9f395691d4bda48.jpg,OHI_datasetgallery_-150342966_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_front_m_jpg.rf.7088499bc4b529b666f2c88b6750f265.jpg,OHI_datasetgallery_-150342966_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,27,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_lower_m_jpg.rf.150d55e936b02b860b2f675182d4d291.jpg,OHI_datasetgallery_-150342966_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,14,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_lower_m_jpg.rf.47399804c16a7574adef790df68b1c2a.jpg,OHI_datasetgallery_-150342966_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,True,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_lower_m_jpg.rf.b4c33109c549ed92de621059729ffcf5.jpg,OHI_datasetgallery_-150342966_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,14,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_upper_m_jpg.rf.252350aa4c1a44e14f3455979f64b91a.jpg,OHI_datasetgallery_-150342966_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_upper_m_jpg.rf.334b04fd1832467b759e306904bbe773.jpg,OHI_datasetgallery_-150342966_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-150342966_penta_upper_m_jpg.rf.67a582d6a36bcc3358358ec27c97fb6f.jpg,OHI_datasetgallery_-150342966_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-159699942_penta_lower_m_jpg.rf.408fe017caeeac8c9a0bec01b7c99bc6.jpg,OHI_datasetgallery_-159699942_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,10,False,gallery_3d_like
train,OHI_datasetgallery_-159699942_penta_lower_m_jpg.rf.6d48b94e73235140809dd50118f999bd.jpg,OHI_datasetgallery_-159699942_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,10,False,gallery_3d_like
train,OHI_datasetgallery_-159699942_penta_lower_m_jpg.rf.c445305924b6b66518fac6360b192ca0.jpg,OHI_datasetgallery_-159699942_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,10,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_front_m_jpg.rf.4e283a0741035d6b01c407b571bfcbec.jpg,OHI_datasetgallery_-160158513_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,15,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_front_m_jpg.rf.972c79c408048090bad7ca4043552ab0.jpg,OHI_datasetgallery_-160158513_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,15,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_front_m_jpg.rf.c9613e4f40922d11b2e91c320ff77d3c.jpg,OHI_datasetgallery_-160158513_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,15,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_upper_m_jpg.rf.94402935138df09467891d753e7924df.jpg,OHI_datasetgallery_-160158513_penta_upper_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_upper_m_jpg.rf.97bde5cc7a8e5ed8d4fb27ae9c2f5633.jpg,OHI_datasetgallery_-160158513_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-160158513_penta_upper_m_jpg.rf.bad30191a29c655b088ac8a3ae0fb18a.jpg,OHI_datasetgallery_-160158513_penta_upper_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_front_m_jpg.rf.197363c338ddb3da3a5ac335fc700311.jpg,OHI_datasetgallery_-40032188_penta_front_m_jpg,True,REVIEW,gallery_or_3d_like_filename,23,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_front_m_jpg.rf.dd16bfb9362109cb6a8cdc6d7842e21a.jpg,OHI_datasetgallery_-40032188_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,23,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_front_m_jpg.rf.fa21a400cecd5e4ca43c73037d173357.jpg,OHI_datasetgallery_-40032188_penta_front_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,23,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_lower_m_jpg.rf.187eb51a23b4dc24a6d7029f07db1e7e.jpg,OHI_datasetgallery_-40032188_penta_lower_m_jpg,True,REVIEW,gallery_or_3d_like_filename,13,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_lower_m_jpg.rf.9389a0b3e5b8791325aac2caa97c5f8e.jpg,OHI_datasetgallery_-40032188_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
train,OHI_datasetgallery_-40032188_penta_lower_m_jpg.rf.bf5f97e74469408332a716c3db7af40d.jpg,OHI_datasetgallery_-40032188_penta_lower_m_jpg,False,EXCLUDE,roboflow_augmentation_duplicate,13,False,gallery_3d_like
