image_name,crop_name,confidence,x1,y1,x2,y2,crop_w,crop_h
anonymous-frontalView-1727418713868.jpg,anonymous-frontalView-1727418713868_tooth_015.jpg,0.2568,1686,427,1804,594,118,167
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_000.jpg,0.3184,88,401,168,512,80,111
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_001.jpg,0.4538,188,530,315,652,127,122
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_002.jpg,0.7623,186,344,361,510,175,166
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_003.jpg,0.5491,340,544,464,738,124,194
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_004.jpg,0.8547,489,215,783,598,294,383
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_005.jpg,0.5347,640,597,789,746,149,149
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_006.jpg,0.7884,810,258,1051,592,241,334
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_007.jpg,0.6714,825,607,958,781,133,174
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_008.jpg,0.481,1061,352,1180,567,119,215
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_009.jpg,0.5072,1090,556,1192,688,102,132
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_010.jpg,0.4936,1204,323,1318,509,114,186
anonymous-frontalView-1727422536909.jpg,anonymous-frontalView-1727422536909_tooth_011.jpg,0.4041,1403,0,1565,164,162,164
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_000.jpg,0.4348,0,0,264,244,264,244
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_001.jpg,0.2546,206,654,318,777,112,123
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_002.jpg,0.6772,235,271,409,493,174,222
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_003.jpg,0.4115,339,613,453,798,114,185
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_004.jpg,0.7035,423,437,579,620,156,183
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_005.jpg,0.7219,480,626,624,881,144,255
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_006.jpg,0.7396,592,357,838,672,246,315
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_007.jpg,0.4833,669,672,788,837,119,165
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_008.jpg,0.6702,815,651,969,882,154,231
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_009.jpg,0.7635,869,304,1110,656,241,352
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_010.jpg,0.7516,987,635,1120,859,133,224
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_011.jpg,0.4723,1102,232,1344,568,242,336
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_012.jpg,0.368,1136,568,1247,806,111,238
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_013.jpg,0.6394,1136,568,1306,822,170,254
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_014.jpg,0.3096,1259,556,1342,768,83,212
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_015.jpg,0.2752,1328,539,1434,759,106,220
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_016.jpg,0.3785,1470,785,1711,1131,241,346
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_017.jpg,0.3449,1476,790,1666,1081,190,291
anonymous-frontalView-1727424461503.jpg,anonymous-frontalView-1727424461503_tooth_018.jpg,0.5168,1523,0,1775,295,252,295
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_000.jpg,0.2715,449,596,537,701,88,105
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_001.jpg,0.2583,555,741,652,825,97,84
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_002.jpg,0.352,569,536,729,668,160,132
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_003.jpg,0.5998,576,530,727,642,151,112
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_004.jpg,0.5689,661,716,771,907,110,191
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_005.jpg,0.7415,788,709,933,966,145,257
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_006.jpg,0.6352,821,471,985,713,164,242
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_007.jpg,0.6902,967,710,1116,969,149,259
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_008.jpg,0.3015,972,711,1113,909,141,198
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_009.jpg,0.7965,1027,425,1283,717,256,292
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_010.jpg,0.7427,1147,704,1281,949,134,245
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_011.jpg,0.7216,1307,719,1436,939,129,220
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_012.jpg,0.7163,1313,458,1515,728,202,270
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_013.jpg,0.7346,1444,714,1564,940,120,226
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_014.jpg,0.5164,1534,514,1646,694,112,180
anonymous-frontalView-1727671361652.jpg,anonymous-frontalView-1727671361652_tooth_015.jpg,0.333,1638,484,1718,719,80,235
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_000.jpg,0.3382,473,411,580,561,107,150
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_001.jpg,0.4059,590,617,725,770,135,153
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_002.jpg,0.4492,607,406,733,619,126,213
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_003.jpg,0.7656,731,634,862,868,131,234
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_004.jpg,0.7399,750,429,919,652,169,223
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_005.jpg,0.7712,893,678,1069,870,176,192
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_006.jpg,0.7497,952,382,1239,697,287,315
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_007.jpg,0.6434,1114,679,1260,922,146,243
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_008.jpg,0.6899,1279,690,1427,920,148,230
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_009.jpg,0.7944,1291,410,1571,702,280,292
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_010.jpg,0.6309,1464,688,1580,863,116,175
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_011.jpg,0.431,1577,415,1726,645,149,230
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_012.jpg,0.6484,1608,643,1733,856,125,213
anonymous-frontalView-1727678768706.jpg,anonymous-frontalView-1727678768706_tooth_013.jpg,0.4532,1738,433,1833,622,95,189
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_000.jpg,0.2797,18,927,321,1123,303,196
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_001.jpg,0.4187,179,359,292,537,113,178
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_002.jpg,0.3414,178,0,522,170,344,170
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_003.jpg,0.4118,281,550,381,708,100,158
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_004.jpg,0.7595,316,314,492,549,176,235
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_005.jpg,0.7001,437,511,601,777,164,266
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_006.jpg,0.8031,534,299,722,541,188,242
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_007.jpg,0.7298,635,553,810,797,175,244
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_008.jpg,0.8307,753,262,1029,564,276,302
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_009.jpg,0.8402,835,557,995,805,160,248
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_010.jpg,0.6596,1009,555,1152,798,143,243
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_011.jpg,0.8524,1052,267,1289,563,237,296
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_012.jpg,0.6902,1162,542,1300,783,138,241
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_013.jpg,0.7008,1302,519,1399,747,97,228
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_014.jpg,0.5707,1309,325,1449,545,140,220
anonymous-frontalView-1727682033413.jpg,anonymous-frontalView-1727682033413_tooth_015.jpg,0.4473,1451,332,1539,549,88,217
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_000.jpg,0.2895,285,533,356,647,71,114
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_001.jpg,0.3077,374,530,465,658,91,128
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_002.jpg,0.3928,390,673,478,801,88,128
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_003.jpg,0.5511,483,506,598,666,115,160
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_004.jpg,0.5625,487,674,596,814,109,140
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_005.jpg,0.8268,624,660,757,863,133,203
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_006.jpg,0.6245,629,470,786,653,157,183
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_007.jpg,0.7268,780,682,919,847,139,165
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_008.jpg,0.8148,808,423,1036,682,228,259
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_009.jpg,0.6646,943,690,1064,844,121,154
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_010.jpg,0.6821,1055,414,1261,669,206,255
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_011.jpg,0.5638,1089,688,1190,833,101,145
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_012.jpg,0.6751,1214,665,1340,839,126,174
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_013.jpg,0.5662,1284,448,1392,630,108,182
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_014.jpg,0.484,1356,629,1434,802,78,173
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_015.jpg,0.301,1408,445,1475,636,67,191
anonymous-frontalView-1727764541094.jpg,anonymous-frontalView-1727764541094_tooth_016.jpg,0.2663,1439,474,1502,623,63,149
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_000.jpg,0.3621,12,828,332,1104,320,276
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_001.jpg,0.2721,267,310,396,455,129,145
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_002.jpg,0.4185,286,545,382,710,96,165
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_003.jpg,0.554,394,541,524,729,130,188
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_004.jpg,0.48,409,306,551,524,142,218
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_005.jpg,0.7539,551,514,672,736,121,222
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_006.jpg,0.7938,570,249,777,523,207,274
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_007.jpg,0.7821,704,521,860,705,156,184
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_008.jpg,0.8476,797,263,1068,539,271,276
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_009.jpg,0.5967,895,538,1043,739,148,201
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_010.jpg,0.6315,1074,551,1208,726,134,175
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_011.jpg,0.7508,1081,285,1295,545,214,260
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_012.jpg,0.7058,1231,549,1358,724,127,175
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_013.jpg,0.4249,1303,308,1462,538,159,230
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_014.jpg,0.4126,1373,541,1449,725,76,184
anonymous-frontalView-1727767823983.jpg,anonymous-frontalView-1727767823983_tooth_015.jpg,0.608,1732,0,1965,224,233,224
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_000.jpg,0.3135,290,627,364,751,74,124
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_001.jpg,0.3524,274,4,709,359,435,355
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_002.jpg,0.5076,371,626,474,783,103,157
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_003.jpg,0.517,379,628,484,758,105,130
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_004.jpg,0.4124,389,411,504,620,115,209
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_005.jpg,0.7691,495,618,591,796,96,178
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_006.jpg,0.2731,505,619,598,772,93,153
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_007.jpg,0.7147,527,409,685,613,158,204
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_008.jpg,0.6253,626,621,746,767,120,146
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_009.jpg,0.8183,699,396,916,634,217,238
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_010.jpg,0.5242,774,635,891,768,117,133
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_011.jpg,0.5602,920,625,1023,776,103,151
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_012.jpg,0.682,939,412,1097,629,158,217
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_013.jpg,0.7384,1056,626,1158,762,102,136
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_014.jpg,0.3163,1103,410,1237,609,134,199
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_015.jpg,0.591,1165,617,1233,754,68,137
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_016.jpg,0.3162,1253,440,1332,583,79,143
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_017.jpg,0.2505,1359,910,1561,1094,202,184
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_018.jpg,0.5427,1536,108,1822,401,286,293
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_019.jpg,0.3442,1546,27,1858,403,312,376
anonymous-frontalView-1727768018238.jpg,anonymous-frontalView-1727768018238_tooth_020.jpg,0.2609,1547,9,1961,407,414,398
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_000.jpg,0.7464,0,575,155,790,155,215
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_001.jpg,0.8062,235,484,525,736,290,252
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_002.jpg,0.4158,296,737,423,878,127,141
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_003.jpg,0.3884,504,685,626,832,122,147
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_004.jpg,0.8356,547,372,812,683,265,311
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_005.jpg,0.3433,704,639,865,828,161,189
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_006.jpg,0.7971,800,251,1033,584,233,333
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_007.jpg,0.7203,901,560,1139,827,238,267
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_008.jpg,0.539,1043,242,1192,523,149,281
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_009.jpg,0.528,1186,244,1305,478,119,234
anonymous-leftLateralView-1726807333703.jpg,anonymous-leftLateralView-1726807333703_tooth_010.jpg,0.6171,1311,200,1473,417,162,217
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_000.jpg,0.4992,47,445,204,611,157,166
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_001.jpg,0.3345,87,612,217,815,130,203
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_002.jpg,0.3207,172,603,392,856,220,253
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_003.jpg,0.6864,216,391,391,606,175,215
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_004.jpg,0.5112,224,605,394,866,170,261
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_005.jpg,0.8911,405,358,678,645,273,287
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_006.jpg,0.5443,426,619,569,905,143,286
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_007.jpg,0.4761,641,610,788,810,147,200
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_008.jpg,0.8587,699,308,1006,614,307,306
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_009.jpg,0.5802,833,595,1002,809,169,214
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_010.jpg,0.851,1031,265,1273,574,242,309
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_011.jpg,0.6667,1043,556,1215,842,172,286
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_012.jpg,0.5231,1263,500,1464,844,201,344
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_013.jpg,0.857,1272,221,1497,521,225,300
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_014.jpg,0.7931,1464,493,1664,787,200,294
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_015.jpg,0.7086,1515,199,1675,507,160,308
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_016.jpg,0.4216,1668,499,1793,692,125,193
anonymous-leftLateralView-1726892814255.jpg,anonymous-leftLateralView-1726892814255_tooth_017.jpg,0.547,1681,248,1788,516,107,268
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_000.jpg,0.2849,0,341,61,473,61,132
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_001.jpg,0.4727,0,330,83,471,83,141
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_002.jpg,0.7944,89,322,284,509,195,187
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_003.jpg,0.8934,294,295,536,523,242,228
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_004.jpg,0.3279,336,532,486,625,150,93
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_005.jpg,0.7693,502,500,656,676,154,176
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_006.jpg,0.8317,568,311,768,510,200,199
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_007.jpg,0.7869,675,477,837,715,162,238
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_008.jpg,0.7502,791,309,964,512,173,203
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_009.jpg,0.5223,873,488,1007,655,134,167
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_010.jpg,0.6292,969,329,1103,499,134,170
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_011.jpg,0.3711,1116,319,1200,447,84,128
anonymous-leftLateralView-1727186873004.jpg,anonymous-leftLateralView-1727186873004_tooth_012.jpg,0.5146,1215,283,1320,412,105,129
anonymous-leftLateralView-1727253685867.jpg,anonymous-leftLateralView-1727253685867_tooth_000.jpg,0.4217,0,181,85,399,85,218
