original_filename,rel_posix,md5,ahash,duplicate_status,duplicate_group_id,canonical,filename_duplicate,hash_duplicate,perceptual_duplicate
anonymous_003_103_300_00_1727868501855_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_300_00_1727868501855_Frontal_View.jpg,fbc0d32aeaaf7c594e5ec76455e964a2,76841564776569856,perceptual_canonical,ahash_0110fefefc7e1c00,True,False,False,True
anonymous_003_103_303_00_1727871236587_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_303_00_1727871236587_Frontal_View.jpg,24f9f3502620318cc96f32f9882d30f9,17027295776374976,perceptual_canonical,ahash_003c7e3c3c3c80c0,True,False,False,True
anonymous_003_103_305_00_1727873872476_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_305_00_1727873872476_Frontal_View.jpg,fc5d299507dfbd1fa2c890689e275076,281472820774400,perceptual_canonical,ahash_0000ffff7f7f0600,True,False,False,True
anonymous_003_103_307_00_1727875920267_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_307_00_1727875920267_Frontal_View.jpg,f0da52bb29e81f4c25b0c24b054eb68e,279818142694400,perceptual_canonical,ahash_0000fe7e3cff3c00,True,False,False,True
anonymous_003_103_309_00_1727877534946_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_309_00_1727877534946_Frontal_View.jpg,4a6bd601465f0566ce2bb5eb579a9edd,11538545596301441,perceptual_canonical,ahash_0028fe3eff7e0081,True,False,False,True
anonymous_003_103_310_00_1727879635589_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_310_00_1727879635589_Frontal_View.jpg,bd7dfa0a8fcb2e431acaba4bd52f93cf,6895033097388417,perceptual_canonical,ahash_00187efefe7c0181,True,False,False,True
anonymous_003_103_330_00_1727960568473_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_330_00_1727960568473_Frontal_View.jpg,ee96dd6de6e2ed251b4a05aefbdd08f7,280371153207296,perceptual_canonical,ahash_0000fefefefe0000,True,False,False,True
anonymous_003_103_444_00_1728484210222_Frontal_View.jpg,no_retractors/Frontal/anonymous_003_103_444_00_1728484210222_Frontal_View.jpg,3b7c4e8fdb40f060545af4ad3a1343de,139633664851968,perceptual_canonical,ahash_00007efefefe0000,True,False,False,True
anonymous_003-008-1132-00_1732528430246_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1132-00_1732528430246_Left_Lateral_View.jpg,835e0a529c2665ea628ce9c58a851db0,273774091829248,perceptual_canonical,ahash_0000f8feff7e0000,True,False,False,True
anonymous_003-008-1179-00_1732704974831_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1179-00_1732704974831_Left_Lateral_View.jpg,f7d44559b2b6c9fcd533404865a17d67,62667838193664,perceptual_canonical,ahash_000038fefe3c0000,True,False,False,True
anonymous_003-008-1227-00_1732879520454_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1227-00_1732879520454_Left_Lateral_View.jpg,b2e72ee23c397975d1fe8974b7b0964e,62667838193664,perceptual_duplicate_of_anonymous_003-008-1179-00_1732704974831_Left_Lateral_View.jpg,ahash_000038fefe3c0000,False,False,False,True
anonymous_003-008-1275-00_1733142218216_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1275-00_1733142218216_Left_Lateral_View.jpg,ac3cf3bfb96e1105b70f5cacb0203d24,273765493510144,perceptual_canonical,ahash_0000f8fcfefe1000,True,False,False,True
anonymous_003-008-1287-00_1733305972323_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1287-00_1733305972323_Left_Lateral_View.jpg,fe04a022cd948bf0576ef1a89164fe3f,273774083469312,perceptual_canonical,ahash_0000f8fefefe7000,True,False,False,True
anonymous_003-008-1354-00_1733575459863_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-1354-00_1733575459863_Left_Lateral_View.jpg,d9d654f3552ed5500396588c04232eaa,273774091829248,perceptual_duplicate_of_anonymous_003-008-1132-00_1732528430246_Left_Lateral_View.jpg,ahash_0000f8feff7e0000,False,False,False,True
anonymous_003-008-599-00_1729004805118_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-599-00_1729004805118_Left_Lateral_View.jpg,ee24841e5c8c734822b31edd279f92fa,273765493374976,perceptual_canonical,ahash_0000f8fcfefc0000,True,False,False,True
anonymous_003-008-646-00_1729160916094_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-646-00_1729160916094_Left_Lateral_View.jpg,94b26cc80e2d7c17aedae950f2d0f9b7,273774083469312,perceptual_duplicate_of_anonymous_003-008-1287-00_1733305972323_Left_Lateral_View.jpg,ahash_0000f8fefefe7000,False,False,False,True
anonymous_003-008-683-00_1729255621249_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-683-00_1729255621249_Left_Lateral_View.jpg,f258b98b2c991f0b0e782507e3a91d0a,273774091829248,perceptual_duplicate_of_anonymous_003-008-1132-00_1732528430246_Left_Lateral_View.jpg,ahash_0000f8feff7e0000,False,False,False,True
anonymous_003-008-801-00_1729865168164_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-801-00_1729865168164_Left_Lateral_View.jpg,5d845f01b3cfe1ccb08297c3c4e64b8f,264969400483840,perceptual_canonical,ahash_0000f0fcfefe0000,True,False,False,True
anonymous_003-008-826-00_1729951922030_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-826-00_1729951922030_Left_Lateral_View.jpg,5c265f1e07120fd209974a889dd49a5d,273765493510144,perceptual_duplicate_of_anonymous_003-008-1275-00_1733142218216_Left_Lateral_View.jpg,ahash_0000f8fcfefe1000,False,False,False,True
anonymous_003-008-860-00_1730202956330_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-860-00_1730202956330_Left_Lateral_View.jpg,7a40700ae994c8aa26dabbc5bfac9aff,70083957730603008,perceptual_canonical,ahash_00f8fcfcfcfc7000,True,False,False,True
anonymous_003-008-866-00_1730209761250_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003-008-866-00_1730209761250_Left_Lateral_View.jpg,290574ac676f7b0a6d51c990c648c822,273774075052032,perceptual_canonical,ahash_0000f8fefe7e0000,True,False,False,True
anonymous_003_103_298_00_1727864717921_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_298_00_1727864717921_Left_Lateral_View.jpg,036bd30dea7b5b8345807f8ebb9f96d6,13835331803595683840,perceptual_canonical,ahash_c000f8f8fefc3800,True,False,False,True
anonymous_003_103_300_00_1727868501855_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_300_00_1727868501855_Left_Lateral_View.jpg,8c4846440ac65a2d1d3f42e169ef45a1,13835338426401423552,perceptual_canonical,ahash_c000fefefcf800c0,True,False,False,True
anonymous_003_103_303_00_1727871236587_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_303_00_1727871236587_Left_Lateral_View.jpg,2c07bbccb453393c65303a70bb20ec64,67831964668264448,perceptual_canonical,ahash_00f0fccffe780000,True,False,False,True
anonymous_003_103_305_00_1727873872476_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_305_00_1727873872476_Left_Lateral_View.jpg,e58e20388f699d1a61b11f6ffcbee86b,67834365521428481,perceptual_canonical,ahash_00f0fefefc780001,True,False,False,True
anonymous_003_103_307_00_1727875920267_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_307_00_1727875920267_Left_Lateral_View.jpg,95ca308ee9684f430b9940e0f7212fe3,17361654469354872832,perceptual_canonical,ahash_f0f0fcc0fef86000,True,False,False,True
anonymous_003_103_309_00_1727877534946_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_309_00_1727877534946_Left_Lateral_View.jpg,89e365f7303a8059643760227e3c9106,4681765578111188992,perceptual_canonical,ahash_40f8f8fcfcf80000,True,False,False,True
anonymous_003_103_310_00_1727879635589_Left_Lateral_View.jpg,no_retractors/Left_Lateral/anonymous_003_103_310_00_1727879635589_Left_Lateral_View.jpg,ee0129ec8ca81658dde7adf641ea7697,264973611254017,perceptual_canonical,ahash_0000f0fdf9f94101,True,False,False,True
anonymous_003_103_300_00_1727868501855_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_300_00_1727868501855_Mandibular_View.jpg,41f933c1f4c66caaf4d813e719a2cc42,277059070753848,perceptual_canonical,ahash_0000fbfbd77e7c38,True,False,False,True
anonymous_003_103_303_00_1727871236587_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_303_00_1727871236587_Mandibular_View.jpg,e29edeb987f6be39ff90f4bdaba95a2f,169586987282283800,perceptual_canonical,ahash_025a7e77677d3d18,True,False,False,True
anonymous_003_103_305_00_1727873872476_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_305_00_1727873872476_Mandibular_View.jpg,cf9e497432692cd2f7e64f059e498465,9079753567170346044,perceptual_canonical,ahash_7e01c3c343463c3c,True,False,False,True
anonymous_003_103_307_00_1727875920267_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_307_00_1727875920267_Mandibular_View.jpg,c67113e7f1eb614ca0040515a68be17a,1772689665654676540,perceptual_canonical,ahash_1899dbdbda5a5c3c,True,False,False,True
anonymous_003_103_309_00_1727877534946_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_309_00_1727877534946_Mandibular_View.jpg,9cc49e6b80a5f8b81e4b226f04cc89a7,8683436799944965180,perceptual_canonical,ahash_7881c3c342463c3c,True,False,False,True
anonymous_003_103_310_00_1727879635589_Mandibular_View.jpg,no_retractors/Mandibular/anonymous_003_103_310_00_1727879635589_Mandibular_View.jpg,79cc6314a7cc84ea704ec5aceed0cb4a,13672299287240143932,perceptual_canonical,ahash_bdbdc3c346c6743c,True,False,False,True
anonymous_003-007-1212-00_1732860958536_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003-007-1212-00_1732860958536_Maxillary_Occlusal_View.jpg,59f52f39d86d82b22872504dd818d226,2035204148080870144,perceptual_canonical,ahash_1c3e7f63c3c30300,True,False,False,True
anonymous_003-007-985-00_1730956707154_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003-007-985-00_1730956707154_Maxillary_Occlusal_View.jpg,7d24a157a24b2ead13627d633c6493a0,4359033930574447360,perceptual_canonical,ahash_3c7e6643c3c3c300,True,False,False,True
anonymous_003_103_298_00_1727864717921_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_298_00_1727864717921_Maxillary_Occlusal_View.jpg,ed2e160144f961620626d2757601fd63,4070240600159082777,perceptual_canonical,ahash_387c6642c2dad919,True,False,False,True
anonymous_003_103_300_00_1727868501855_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_300_00_1727868501855_Maxillary_Occlusal_View.jpg,193247fc6968c4a07adc039578b908c9,1746330554258620220,perceptual_canonical,ahash_183c3662fafeff3c,True,False,False,True
anonymous_003_103_303_00_1727871236587_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_303_00_1727871236587_Maxillary_Occlusal_View.jpg,1b619f26d7091d2f81b94664a5656d0c,4358470976730290200,perceptual_canonical,ahash_3c7c6642dbdbd818,True,False,False,True
anonymous_003_103_305_00_1727873872476_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_305_00_1727873872476_Maxillary_Occlusal_View.jpg,a2411ab261a06b3e7ff870c629eb51ac,4359030082285312256,perceptual_canonical,ahash_3c7e62c3c3db9900,True,False,False,True
anonymous_003_103_307_00_1727875920267_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_307_00_1727875920267_Maxillary_Occlusal_View.jpg,0e1329a645a42414c2681cd3b962baef,1746383330277851068,perceptual_canonical,ahash_183c6662dadfffbc,True,False,False,True
anonymous_003_103_309_00_1727877534946_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_309_00_1727877534946_Maxillary_Occlusal_View.jpg,b6f1a7c23e85a5ecd46813bdfa3f7b68,1746383209617947966,perceptual_canonical,ahash_183c6646c2fbfd3e,True,False,False,True
anonymous_003_103_310_00_1727879635589_Maxillary_Occlusal_View.jpg,no_retractors/Maxillary_Occlusal/anonymous_003_103_310_00_1727879635589_Maxillary_Occlusal_View.jpg,5ea3ad7a51c201c3b31528588de43e9f,4070241150334393096,perceptual_canonical,ahash_387c66c2dbdbdb08,True,False,False,True
anonymous_003-008-1072-00_1731415782557_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003-008-1072-00_1731415782557_Right_Lateral_View.jpg,269f1779315d428663eccf846586e4b8,8514066129551360,perceptual_canonical,ahash_001e3f7f7f3f0000,True,False,False,True
anonymous_003-008-1251-00_1732969328065_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003-008-1251-00_1732969328065_Right_Lateral_View.jpg,e2525253c6f457bd36b9f8a8f3235c0c,15665884765184,perceptual_canonical,ahash_00000e3f7f7f1c00,True,False,False,True
anonymous_003-008-1305-00_1733394975162_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003-008-1305-00_1733394975162_Right_Lateral_View.jpg,fd9127b3080ab94d20d430637c18ed31,2004957292920832,perceptual_canonical,ahash_00071f7f7f3c0000,True,False,False,True
anonymous_003-008-1438-00_1734004111041_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003-008-1438-00_1734004111041_Right_Lateral_View.jpg,eba138cc4bb6b5e26d781cfc5d61ddbb,68717316607744,perceptual_canonical,ahash_00003e7f7f3f0f00,True,False,False,True
anonymous_003-008-1440-00_1734006422034_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003-008-1440-00_1734006422034_Right_Lateral_View.jpg,2dce2338260983bc143cfbf09edfd9b3,68717320732672,perceptual_canonical,ahash_00003e7f7f7e0000,True,False,False,True
anonymous_003_103_298_00_1727864717921_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_298_00_1727864717921_Right_Lateral_View.jpg,8acf176fd5d65f9b8a474530e1a2a004,1089623991351377921,perceptual_canonical,ahash_0f1f1f3f3f3e0001,True,False,False,True
anonymous_003_103_300_00_1727868501855_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_300_00_1727868501855_Right_Lateral_View.jpg,9229ba18cbea9e25bf3c0effd34c9f6b,508642322646040839,perceptual_canonical,ahash_070f0f7f5f0c0107,True,False,False,True
anonymous_003_103_303_00_1727871236587_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_303_00_1727871236587_Right_Lateral_View.jpg,ba183137af2212e30a8d613006785c5d,508659640494394880,perceptual_canonical,ahash_070f1f3f7f3f0e00,True,False,False,True
anonymous_003_103_305_00_1727873872476_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_305_00_1727873872476_Right_Lateral_View.jpg,67f6563be7d15aa80ab1cfdd3ae1d529,441140829380083712,perceptual_canonical,ahash_061f3f3f3f1f0000,True,False,False,True
anonymous_003_103_307_00_1727875920267_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_307_00_1727875920267_Right_Lateral_View.jpg,ca4233f7ed76833a553e9aa536fec4d8,508694823591415296,perceptual_canonical,ahash_070f3f3f333f0e00,True,False,False,True
anonymous_003_103_309_00_1727877534946_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_309_00_1727877534946_Right_Lateral_View.jpg,a2c942d7a4609c2c20edbd5c18ecfc13,74062275377299457,perceptual_canonical,ahash_01071f3f3f1f0001,True,False,False,True
anonymous_003_103_310_00_1727879635589_Right_Lateral_View.jpg,no_retractors/Right_Lateral/anonymous_003_103_310_00_1727879635589_Right_Lateral_View.jpg,ec34dd23b39d5a40ccae96096d3f86a3,506390247420923521,perceptual_canonical,ahash_07070f3f3f3f0e81,True,False,False,True
anonymous-frontalView-1727186781847.jpg,pilot/Frontal/anonymous-frontalView-1727186781847.jpg,7540f12c4fcbcbdec4f261bb06c34ec3,6894481194090496,perceptual_canonical,ahash_00187e7e7e7c0000,True,False,False,True
anonymous-frontalView-1727428268803.jpg,pilot/Frontal/anonymous-frontalView-1727428268803.jpg,de2aebfc8dbbf13e9b87ed01ee797954,139081753167872,perceptual_canonical,ahash_00007e7e7e7e0800,True,False,False,True
anonymous-frontalView-1727441649748.jpg,pilot/Frontal/anonymous-frontalView-1727441649748.jpg,d1124a6a58ffd9cfaa6f9e89d65e9ee2,1157564185987383296,perceptual_canonical,ahash_10107e7e7e7e0000,True,False,False,True
anonymous-frontalView-1727864379482.jpg,pilot/Frontal/anonymous-frontalView-1727864379482.jpg,44bc88abde2219c80b7745093f68d98d,592360233728999440,perceptual_canonical,ahash_08387c7e7e7c0010,True,False,False,True
anonymous-frontalView-1727864790998.jpg,pilot/Frontal/anonymous-frontalView-1727864790998.jpg,741087cec532b3b3e8b877da8c68ba91,16042957995932672,perceptual_duplicate_of_anonymous_003_103_298_00_1727864717921_Frontal_View.jpg,ahash_0038fefc3c7e7c00,False,False,False,True
anonymous-frontalView-1727868181581.jpg,pilot/Frontal/anonymous-frontalView-1727868181581.jpg,bfd8aaff3d98a01da0d8256d70379a49,6894472604293168,perceptual_canonical,ahash_00187e7c7e7e1830,True,False,False,True
anonymous-frontalView-1727868567499.jpg,pilot/Frontal/anonymous-frontalView-1727868567499.jpg,d5c72abf4133485c45fc4b4be88712af,76841564776569856,perceptual_duplicate_of_anonymous_003_103_300_00_1727868501855_Frontal_View.jpg,ahash_0110fefefc7e1c00,False,False,False,True
anonymous-frontalView-1727870763972.jpg,pilot/Frontal/anonymous-frontalView-1727870763972.jpg,cf5d76e2706a6279e20a4b4db1d9a750,1746409837261888512,perceptual_canonical,ahash_183c7e7e7e3e1c00,True,False,False,True
anonymous-frontalView-1727871419789.jpg,pilot/Frontal/anonymous-frontalView-1727871419789.jpg,2be87159ca3581fdf1895a1d4485ca62,17027295776374976,perceptual_duplicate_of_anonymous_003_103_303_00_1727871236587_Frontal_View.jpg,ahash_003c7e3c3c3c80c0,False,False,False,True
anonymous-frontalView-1727873577995.jpg,pilot/Frontal/anonymous-frontalView-1727873577995.jpg,afbbe2d8a49e672fa98f727e64077523,136882729910272,perceptual_canonical,ahash_00007c7e7e7e0000,True,False,False,True
anonymous-frontalView-1727873972321.jpg,pilot/Frontal/anonymous-frontalView-1727873972321.jpg,2f2d211e4d5959a175a59a7cbf9b1525,281472820774400,perceptual_duplicate_of_anonymous_003_103_305_00_1727873872476_Frontal_View.jpg,ahash_0000ffff7f7f0600,False,False,False,True
anonymous-frontalView-1727875640825.jpg,pilot/Frontal/anonymous-frontalView-1727875640825.jpg,564115be2470c46281df6083b16ff21f,4549777805483609614,perceptual_canonical,ahash_3f240eceeece8e0e,True,False,False,True
anonymous-frontalView-1727876003614.jpg,pilot/Frontal/anonymous-frontalView-1727876003614.jpg,97b88a5a768bd86d9a158faa86ca6eae,279818142694400,perceptual_duplicate_of_anonymous_003_103_307_00_1727875920267_Frontal_View.jpg,ahash_0000fe7e3cff3c00,False,False,False,True
anonymous-frontalView-1727877290347.jpg,pilot/Frontal/anonymous-frontalView-1727877290347.jpg,545a9fc4728ea15cb70a952f168cef36,139081748971544,perceptual_canonical,ahash_00007e7e7e3e0018,True,False,False,True
anonymous-frontalView-1727877582333.jpg,pilot/Frontal/anonymous-frontalView-1727877582333.jpg,0a54b340113376b4d963e4e76dd81d1a,11538545596301441,perceptual_duplicate_of_anonymous_003_103_309_00_1727877534946_Frontal_View.jpg,ahash_0028fe3eff7e0081,False,False,False,True
anonymous-frontalView-1727879831516.jpg,pilot/Frontal/anonymous-frontalView-1727879831516.jpg,c9299fb24203c055c91b7c0de026bb14,6895033097388417,perceptual_duplicate_of_anonymous_003_103_310_00_1727879635589_Frontal_View.jpg,ahash_00187efefe7c0181,False,False,False,True
anonymous-leftLateralView-1727172283744.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727172283744.jpg,ee4212670f878d87ad1f2b21faadd508,70083957730603008,perceptual_duplicate_of_anonymous_003-008-860-00_1730202956330_Left_Lateral_View.jpg,ahash_00f8fcfcfcfc7000,False,False,False,True
anonymous-leftLateralView-1727864514194.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727864514194.jpg,2091a551c60315f4fcfec9307089fd52,329036538257920000,perceptual_canonical,ahash_0490f8fcfcfcd000,True,False,False,True
anonymous-leftLateralView-1727864964644.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727864964644.jpg,2473ab7a2d7d6e8cb1ec0520807a02bd,13835331803595683840,perceptual_duplicate_of_anonymous_003_103_298_00_1727864717921_Left_Lateral_View.jpg,ahash_c000f8f8fefc3800,False,False,False,True
anonymous-leftLateralView-1727868277532.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727868277532.jpg,24cab704c0dd759751ae486514783a1e,67827759861727232,perceptual_canonical,ahash_00f0f8fcfc780000,True,False,False,True
anonymous-leftLateralView-1727868672042.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727868672042.jpg,226e19b9b59c7338b573f4a78d027992,13835338426401423552,perceptual_duplicate_of_anonymous_003_103_300_00_1727868501855_Left_Lateral_View.jpg,ahash_c000fefefcf800c0,False,False,False,True
anonymous-leftLateralView-1727870920176.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727870920176.jpg,3512651fc294e825f5b60d0cb0dcd83f,273748280012800,perceptual_canonical,ahash_0000f8f8fcfcf000,True,False,False,True
anonymous-leftLateralView-1727871554832.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727871554832.jpg,63ba0a89bde25a9afe1c49c5400a5182,67831964668264448,perceptual_duplicate_of_anonymous_003_103_303_00_1727871236587_Left_Lateral_View.jpg,ahash_00f0fccffe780000,False,False,False,True
anonymous-leftLateralView-1727873698984.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727873698984.jpg,9941c9ed99357d973bda23bc117a7174,67832166540408832,perceptual_canonical,ahash_00f0fcfefefc7800,True,False,False,True
anonymous-leftLateralView-1727874131436.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727874131436.jpg,2f10fc967f6151fc7ed5bdaab55fcc42,67834365521428481,perceptual_duplicate_of_anonymous_003_103_305_00_1727873872476_Left_Lateral_View.jpg,ahash_00f0fefefc780001,False,False,False,True
anonymous-leftLateralView-1727875767700.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727875767700.jpg,9aa54f324885a1e6aa5beed7ba9a9faa,273774083338240,perceptual_canonical,ahash_0000f8fefefc7000,True,False,False,True
anonymous-leftLateralView-1727876098461.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727876098461.jpg,a4f0fc130f40442384b859f843d75df8,17361654469354872832,perceptual_duplicate_of_anonymous_003_103_307_00_1727875920267_Left_Lateral_View.jpg,ahash_f0f0fcc0fef86000,False,False,False,True
anonymous-leftLateralView-1727877375379.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727877375379.jpg,42b7c1d7872c641cf6cd74b60c7200ec,264969366597632,perceptual_canonical,ahash_0000f0fcfcf8f000,True,False,False,True
anonymous-leftLateralView-1727877664761.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727877664761.jpg,0b0ddb5f6e48c23cc67dc1cb0ae2b789,4681765578111188992,perceptual_duplicate_of_anonymous_003_103_309_00_1727877534946_Left_Lateral_View.jpg,ahash_40f8f8fcfcf80000,False,False,False,True
anonymous-leftLateralView-1727879926503.jpg,pilot/Left_Lateral/anonymous-leftLateralView-1727879926503.jpg,6a2cee28a304b61bc674692ed63a1edd,264973611254017,perceptual_duplicate_of_anonymous_003_103_310_00_1727879635589_Left_Lateral_View.jpg,ahash_0000f0fdf9f94101,False,False,False,True
anonymous-mandibularView-1727864656191.jpg,pilot/Mandibular/anonymous-mandibularView-1727864656191.jpg,bc3d5bbfb1c659eedf0889a461715a90,18304881069215611964,perceptual_canonical,ahash_fe0800595a5e7c3c,True,False,False,True
anonymous-mandibularView-1727868418747.jpg,pilot/Mandibular/anonymous-mandibularView-1727868418747.jpg,e5a60262fa947066f92632593e7d7b3f,11374220479310490684,perceptual_canonical,ahash_9dd9594342466c3c,True,False,False,True
anonymous-mandibularView-1727868820474.jpg,pilot/Mandibular/anonymous-mandibularView-1727868820474.jpg,0ff4f5ab4dbd7b46a80d710605a902f7,277059070753848,perceptual_duplicate_of_anonymous_003_103_300_00_1727868501855_Mandibular_View.jpg,ahash_0000fbfbd77e7c38,False,False,False,True
