filename,image_exists,yolo_path,yolo_exists,yolo_nonempty,n_boxes,class_ids,voc_has_objects,annotation_status_manifest,issues,qc_pass
anonymous_003-007-1420-01_1733978633675_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1420-01_1733978633675_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-578-01_1728969570001_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-578-01_1728969570001_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-588-00_1728981913002_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-588-00_1728981913002_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-629-01_1729140899689_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-629-01_1729140899689_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-694-00_1729315527929_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-694-00_1729315527929_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-722-01_1729499124205_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-722-01_1729499124205_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-784-00_1729833168029_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-784-00_1729833168029_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-902-01_1730356318368_Left_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-902-01_1730356318368_Left_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-mandibularView-1726736862309.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-mandibularView-1726736862309.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-mandibularView-1727864656191.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-mandibularView-1727864656191.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1000-01_1730983693489_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1000-01_1730983693489_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1113-01_1732361420661_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1113-01_1732361420661_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1137-01_1732535092563_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1137-01_1732535092563_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1225-00_1732878129340_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1225-00_1732878129340_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1304-01_1733394354138_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1304-01_1733394354138_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1396-00_1733833829814_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1396-00_1733833829814_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1457-01_1734085909506_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1457-01_1734085909506_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-652-00_1729170164776_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-652-00_1729170164776_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-859-01_1730202467399_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-859-01_1730202467399_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-998-01_1730980715687_Mandibular_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-998-01_1730980715687_Mandibular_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-maxillaryView-1726807426131.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-maxillaryView-1726807426131.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-maxillaryView-1727782272418.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-maxillaryView-1727782272418.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1136-00_1732533544748_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1136-00_1732533544748_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1205-01_1732794208125_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1205-01_1732794208125_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1275-00_1733142218216_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1275-00_1733142218216_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1346-00_1733568350332_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1346-00_1733568350332_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1409-01_1733910983435_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1409-01_1733910983435_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-596-01_1729002084186_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-596-01_1729002084186_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-622-01_1729087609045_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-622-01_1729087609045_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-740-01_1729594985183_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-740-01_1729594985183_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-862-00_1730205438736_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-862-00_1730205438736_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-009-703-00_1729334403549_Maxillary_Occlusal_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-009-703-00_1729334403549_Maxillary_Occlusal_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-rightLateralView-1726814947519.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-rightLateralView-1726814947519.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous-rightLateralView-1727683763074.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous-rightLateralView-1727683763074.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1151-00_1732608241351_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1151-00_1732608241351_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1256-01_1733116383089_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1256-01_1733116383089_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1300-01_1733385300365_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1300-01_1733385300365_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1343-01_1733556695047_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1343-01_1733556695047_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1405-01_1733903046895_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1405-01_1733903046895_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-1453-01_1734076182590_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-1453-01_1734076182590_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-669-00_1729236271453_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-669-00_1729236271453_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-007-719-00_1729496830754_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-007-719-00_1729496830754_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-1155-00_1732617388713_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-1155-00_1732617388713_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
anonymous_003-008-856-00_1730197612329_Right_Lateral_View.jpg,True,fdi_detection_dataset\annotations\yolo\anonymous_003-008-856-00_1730197612329_Right_Lateral_View.txt,True,False,0,,False,not_annotated,empty_yolo_placeholder;voc_size_only_no_boxes,False
